customer_id,child_name,child_birthday,food_allergies,family_address,parent_email,parent_job,parent_credit_card,latitude,longitude
499.0,Maria Andrade,2023-03-23,False,"552 Anderson Grove
Boothshire, TN 74720",christopher10@example.com,Museum/gallery exhibitions officer,"VISA 16 digit
Daniel Castillo
4461157768134555 08/26
CVC: 893
",40.841096,-78.718177
500.0,Wesley Jones,2021-11-14,True,"5064 Robin Flats Apt. 007
New Anna, LA 31957",dsmith@example.com,"Engineer, civil (contracting)","VISA 16 digit
Kevin Thornton
4737467912623843 07/29
CVC: 107
",41.2825505,-25.105313
501.0,Frank Terrell,2018-03-21,False,"USCGC Clarke
FPO AA 17326",richardprice@example.com,Operational researcher,"VISA 19 digit
Stuart Goodwin
4250531760108715669 01/29
CVC: 835
",-17.527786,-54.427247
502.0,Daniel Walsh,2019-06-03,True,"559 Smith Cliffs
East Sierrastad, MT 26263",jessica93@example.org,Plant breeder/geneticist,"American Express
Michelle Ortega
344158054773859 02/28
CID: 8134
",-7.364485,-54.845265
503.0,Kristen Norman,2023-01-23,False,"9510 Dana Lights
East Christina, TX 52186",friedmanjose@example.net,Applications developer,"VISA 19 digit
Maria Lloyd
4050480680406595842 04/24
CVC: 873
",25.3369625,50.269218
504.0,Chelsea Davis,2019-01-01,True,"3281 John Dale
South Miguel, MH 71399",jennifer23@example.com,Child psychotherapist,"VISA 19 digit
Scott Hull
4893978696649503932 12/28
CVC: 877
",2.618756,-127.094483
505.0,John Whitaker,2019-04-02,False,"986 Clarence Grove
Samanthaburgh, AR 95327",pattersonlaura@example.org,Office manager,"American Express
Lindsey Maldonado
346355522583435 09/28
CID: 5720
",-86.374397,25.739423
506.0,Eric Bell,2018-10-04,True,"31367 Bush Mission
Fergusonbury, PA 14300",molly25@example.com,Forest/woodland manager,"JCB 16 digit
Timothy Simmons
3516749165683858 07/28
CVC: 753
",-79.412789,113.609148
507.0,Gina Reeves,2021-05-19,False,"2077 Michelle Village
Lake Jacqueline, WV 06507",djones@example.net,Contracting civil engineer,"VISA 19 digit
Ronald Green
4501465633180447525 06/31
CVC: 331
",-39.3102585,-32.186674
508.0,Andrew Watson,2019-08-22,True,"USS Jackson
FPO AP 58893",espinozacurtis@example.com,Health and safety adviser,"VISA 13 digit
Cheryl Contreras
4967265112538 08/27
CVC: 491
",-17.598750,-16.239108
509.0,Christopher Smith,2019-06-19,False,"1726 James Street Apt. 546
Lake Becky, TN 33091",lijoshua@example.org,Travel agency manager,"JCB 15 digit
Sarah Chapman
180026505228525 07/24
CVC: 402
",-72.8910015,101.518591
